Catalog ID,MW,Formula,Chemical name,Smiles,Type
Z2768292062,400.4267,C19H17FN4O3S,"4-{3-benzyl-5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyrazine-7-carbonyl}benzene-1-sulfonyl fluoride",O=C(C=1C=CC(=CC1)S(=O)(=O)F)N2CCN3C(CC=4C=CC=CC4)=NN=C3C2,SuFEx
Z3482538103,388.4343,C15H17FN2O5S2,1-[4-(3-cyanopropanesulfonyl)benzoyl]pyrrolidine-3-sulfonyl fluoride,N#CCCCS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCC(C2)S(=O)(=O)F,SuFEx
Z4262538050,325.3155,C13H12FN3O4S,5-[methyl(2-methylpyridin-4-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,CC=1C=C(C=CN1)N(C)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z2509435832,472.5125,C21H17FN4O4S2,"3-{[3-(1-benzyl-1H-1,2,3-triazol-4-yl)phenyl]sulfamoyl}benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=C(C2)C3=CN(CC=4C=CC=CC4)N=N3,SuFEx
Z2867513704,332.328,C11H9FN2O5S2,3-[(2-hydroxypyridin-3-yl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=NC2O,SuFEx
Z2768308729,444.4297,C17H14F2N2O6S2,"4-[({5-[(2-fluorophenoxy)methyl]-1,2-oxazol-3-yl}methyl)sulfamoyl]benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NCC=2C=C(COC3=CC=CC=C3F)ON2,SuFEx
Z2737371374,333.3591,C11H12FN3O4S2,2-[methyl(1-methyl-1H-pyrazol-3-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CN(C=1C=CN(C)N1)S(=O)(=O)C=2C=CC=CC2S(=O)(=O)F,SuFEx
Z2156384785,375.3742,C17H14FN3O4S,3-[2-(3-carbamoyl-1H-indol-1-yl)acetamido]benzene-1-sulfonyl fluoride,NC(=O)C1=CN(CC(=O)NC=2C=CC=C(C2)S(=O)(=O)F)C3=CC=CC=C13,SuFEx
Z2867506069,346.3545,C12H11FN2O5S2,"4-[(5-methyl-6-oxo-1,6-dihydropyridin-3-yl)sulfamoyl]benzene-1-sulfonyl fluoride",CC1=CC(=CNC1=O)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4607567225,347.2665,C13H8F3NO5S,"4-(2,3-difluoro-4-hydroxybenzamido)phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=CC(O)=C(F)C2F,FS
Z4262489230,332.3479,C13H17FN2O5S,"rac-5-({[(2R,5S)-5-methyloxan-2-yl]methyl}carbamoyl)pyridin-3-yl sulfurofluoridate","C[C@H]1CC[C@H](CNC(=O)C2=CN=CC(=C2)OS(=O)(=O)F)OC1 |&1:1,4|",FS
Z4607533175,394.4173,C18H19FN2O5S,4-{[4-(2-hydroxybenzoyl)piperazin-1-yl]methyl}phenyl sulfurofluoridate,O=C(C=1C=CC=CC1O)N2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2,FS
Z4607560652,421.4857,C20H24FN3O4S,4-{[methyl({[4-(piperidin-1-yl)phenyl]methyl})carbamoyl]amino}phenyl sulfurofluoridate,CN(CC=1C=CC(=CC1)N2CCCCC2)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4607533161,342.3858,C15H19FN2O4S,4-({cyclopropyl[(cyclopropylcarbamoyl)methyl]amino}methyl)phenyl sulfurofluoridate,O=C(CN(CC=1C=CC(=CC1)OS(=O)(=O)F)C2CC2)NC3CC3,FS
Z3488642573,350.3878,C15H11FN2O3S2,"3-{12-oxo-7-thia-9,11-diazatricyclo[6.4.0.0,2,6]dodeca-1(8),2(6),9-trien-10-yl}benzene-1-sulfonyl fluoride",O=C1NC(=NC=2SC=3CCCC3C12)C=4C=CC=C(C4)S(=O)(=O)F,SuFEx
Z4607560778,345.3698,C12H12FN3O4S2,"4-({methyl[(1,3-thiazol-2-yl)methyl]carbamoyl}amino)phenyl sulfurofluoridate",CN(CC1=NC=CS1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z3919174953,402.4178,C15H15FN2O6S2,4-(N-methyl-4-acetamidobenzenesulfonamido)phenyl sulfurofluoridate,CC(=O)NC=1C=CC(=CC1)S(=O)(=O)N(C)C=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4607560777,429.2608,C16H14BrFN2O4S,"4-[(6-bromo-1,2,3,4-tetrahydroisoquinoline-2-carbonyl)amino]phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCC3=CC(Br)=CC=C3C2,FS
Z4607567208,364.3482,C16H13FN2O5S,"4-(2-oxo-1,2,3,4-tetrahydroquinoline-6-amido)phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=CC=3NC(=O)CCC3C2,FS
Z4262237726,367.3919,C17H18FNO5S,4-[2-(2-phenylpropoxy)acetamido]phenyl sulfurofluoridate,CC(COCC(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=CC=CC2,FS
Z4607567348,400.3821,C15H17FN4O6S,"rac-4-{1-[(3R,4S)-4-ethoxyoxolan-3-yl]-1H-1,2,3-triazole-4-amido}phenyl sulfurofluoridate","CCO[C@@H]1COC[C@H]1N2C=C(N=N2)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F |&1:3,7|",FS
Z4262292610,339.3421,C14H14FN3O4S,4-(3-cyclopropyl-1-methyl-1H-pyrazole-5-amido)phenyl sulfurofluoridate,CN1N=C(C=C1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)C3CC3,FS
Z4607567238,360.401,C15H21FN2O5S,"4-[2,2-dimethyl-3-(morpholin-4-yl)propanamido]phenyl sulfurofluoridate",CC(C)(CN1CCOCC1)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4607528795,354.3286,C15H12F2N2O4S,5-(3-cyclopropyl-5-fluorobenzamido)pyridin-3-yl sulfurofluoridate,O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C=2C=C(F)C=C(C2)C3CC3,FS
Z4607560678,436.5003,C20H25FN4O4S,4-({[(1-ethylpyrrolidin-2-yl)methyl][(pyridin-4-yl)methyl]carbamoyl}amino)phenyl sulfurofluoridate,CCN1CCCC1CN(CC=2C=CN=CC2)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4608617587,368.423,C17H21FN2O4S,3-ethynyl-5-[4-(2-methylpropyl)piperazine-1-carbonyl]phenyl sulfurofluoridate,C#CC1=CC(=CC(=C1)OS(=O)(=O)F)C(=O)N2CCN(CC(C)C)CC2,FS
Z4262285338,341.3149,C13H12FN3O5S,"4-{5H,6H,7H-pyrazolo[3,2-b][1,3]oxazine-3-amido}phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=NN3CCCOC23,FS
Z4262340543,390.3888,C17H15FN4O4S,"4-[4-(1-ethyl-1H-1,2,4-triazol-5-yl)benzamido]phenyl sulfurofluoridate",CCN1N=CN=C1C=2C=CC(=CC2)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z2759860232,349.3402,C14H12FN5O3S,"5-{[phenyl(4H-1,2,4-triazol-3-yl)methyl]carbamoyl}-1H-pyrrole-3-sulfonyl fluoride",O=C(NC(C1=NN=CN1)C=2C=CC=CC2)C3=CC(=CN3)S(=O)(=O)F,SuFEx
Z4345086139,382.4099,C16H19FN4O4S,4-{[4-(1-methyl-1H-imidazol-5-yl)piperidine-1-carbonyl]amino}phenyl sulfurofluoridate,CN1C=NC=C1C2CCN(CC2)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z3726889704,404.4154,C18H17FN4O4S,"4-(1-{[(2-phenoxyethyl)carbamoyl]methyl}-1H-1,2,3-triazol-4-yl)benzene-1-sulfonyl fluoride",O=C(CN1C=C(N=N1)C=2C=CC(=CC2)S(=O)(=O)F)NCCOC=3C=CC=CC3,SuFEx
Z7758523033,401.2844,C13H19Cl2FN4O3S,"4-{1-[2-hydroxy-2-methyl-3-(methylamino)propyl]-1H-1,2,3-triazol-4-yl}benzene-1-sulfonyl fluoride dihydrochloride",CNCC(C)(O)CN1C=C(N=N1)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z56769542,346.4638,C13H15FN2O2S3,"2-({5-methyl-8-thia-4,6-diazatricyclo[7.4.0.0,2,7]trideca-1(9),2,4,6-tetraen-3-yl}sulfanyl)ethane-1-sulfonyl fluoride",CC1=NC(SCCS(=O)(=O)F)=C2C(=N1)SC=3CCCCC32,SuFEx
Z4607533157,439.8883,C19H19ClFN3O4S,"4-[({[5-(2-chlorophenyl)-1,3,4-oxadiazol-2-yl]methyl}(propyl)amino)methyl]phenyl sulfurofluoridate",CCCN(CC1=NN=C(O1)C=2C=CC=CC2Cl)CC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262509225,331.3201,C12H14FN3O5S,"5-(3,4-dimethyl-5-oxopiperazine-1-carbonyl)pyridin-3-yl sulfurofluoridate",CC1CN(CC(=O)N1C)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4607533171,353.4084,C17H20FNO4S,4-({ethyl[1-(3-hydroxyphenyl)ethyl]amino}methyl)phenyl sulfurofluoridate,CCN(CC=1C=CC(=CC1)OS(=O)(=O)F)C(C)C2=CC=CC(O)=C2,FS
Z4129240958,370.4621,C16H19FN2O3S2,"4-{[methyl(2-methyl-4,5,6,7-tetrahydro-1,3-benzothiazol-7-yl)amino]methyl}phenyl sulfurofluoridate",CC1=NC=2CCCC(C2S1)N(C)CC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z9387574731,493.469,C21H23F4NO6S,4-({2-[(4-hydroxyphenyl)methyl]piperidin-1-yl}methyl)phenyl sulfurofluoridate; trifluoroacetic acid,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCCCC2CC=3C=CC(O)=CC3,FS
Z4262552273,332.3479,C13H17FN2O5S,"5-(6-ethyl-1,4-oxazepane-4-carbonyl)pyridin-3-yl sulfurofluoridate",CCC1COCCN(C1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z2509456814,477.529,C21H20FN3O5S2,4-({3-[benzyl(carbamoylmethyl)amino]phenyl}sulfamoyl)benzene-1-sulfonyl fluoride,NC(=O)CN(CC=1C=CC=CC1)C=2C=CC=C(C2)NS(=O)(=O)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4262563171,335.3103,C14H10FN3O4S,5-[(3-cyano-2-methylphenyl)carbamoyl]pyridin-3-yl sulfurofluoridate,CC=1C(C#N)=CC=CC1NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z2509429038,464.4872,C20H17FN2O6S2,4-({3-[(phenylcarbamoyl)methoxy]phenyl}sulfamoyl)benzene-1-sulfonyl fluoride,O=C(COC=1C=CC=C(C1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F)NC=3C=CC=CC3,SuFEx
Z3489903973,395.2102,C13H5Cl2FO5S2,"7-(2,4-dichlorophenyl)-2-oxo-2H-1,3-benzoxathiol-5-yl sulfurofluoridate",O=C1OC=2C(=CC(=CC2S1)OS(=O)(=O)F)C=3C=CC(Cl)=CC3Cl,FS
Z7801535583,415.2861,C14H18Cl2F2N4O2S,"4-{1-[(4-fluoropiperidin-4-yl)methyl]-1H-1,2,3-triazol-4-yl}benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)C2=CN(CC3(F)CCNCC3)N=N2,SuFEx
Z4262475405,332.3479,C13H17FN2O5S,"5-{[(1S,2S)-2-methoxycyclohexyl]carbamoyl}pyridin-3-yl sulfurofluoridate",CO[C@H]1CCCC[C@@H]1NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4607528830,382.3635,C16H15FN2O6S,methyl 4-[2-({5-[(fluorosulfonyl)oxy]pyridin-3-yl}carbamoyl)ethyl]benzoate,COC(=O)C=1C=CC(=CC1)CCC(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4262429098,332.3479,C13H17FN2O5S,"5-{[(2,2-dimethyloxolan-3-yl)methyl]carbamoyl}pyridin-3-yl sulfurofluoridate",CC1(C)OCCC1CNC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4401863221,382.4066,C17H19FN2O5S,5-(2-{2-[(propan-2-yloxy)methyl]phenyl}acetamido)pyridin-3-yl sulfurofluoridate,CC(C)OCC=1C=CC=CC1CC(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4607531356,394.4636,C18H23FN4O3S,"4-({3-cyclopentyl-8-methyl-5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl}methyl)phenyl sulfurofluoridate",CC1C2=NN=C(C3CCCC3)N2CCN1CC=4C=CC(=CC4)OS(=O)(=O)F,FS
Z4345083578,346.3745,C14H19FN2O5S,4-{[2-(2-hydroxyethyl)piperidine-1-carbonyl]amino}phenyl sulfurofluoridate,O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCCCC2CCO,FS
Z4607533133,388.4557,C20H21FN2O3S,4-{[3-(1H-indol-3-yl)piperidin-1-yl]methyl}phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCCC(C2)C3=CNC=4C=CC=CC34,FS
Z4607533209,400.2626,C16H15BrFNO3S,"4-[(6-bromo-1,2,3,4-tetrahydroisoquinolin-2-yl)methyl]phenyl sulfurofluoridate",O=S(=O)(F)OC=1C=CC(=CC1)CN2CCC=3C=C(Br)C=CC3C2,FS
Z4607531296,417.4177,C19H19F4NO3S,4-({4-[4-(trifluoromethyl)phenyl]piperidin-1-yl}methyl)phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCC(CC2)C=3C=CC(=CC3)C(F)(F)F,FS
Z4388343029,353.3686,C15H16FN3O4S,5-(6-tert-butylpyridine-3-amido)pyridin-3-yl sulfurofluoridate,CC(C)(C)C=1C=CC(=CN1)C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4607531294,403.828,C17H16ClF2NO4S,4-{[2-(3-chloro-4-fluorophenyl)morpholin-4-yl]methyl}phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCOC(C2)C=3C=CC(F)=C(Cl)C3,FS
Z4262295722,355.3845,C15H18FN3O4S,4-(5-tert-butyl-1-methyl-1H-pyrazole-3-amido)phenyl sulfurofluoridate,CN1N=C(C=C1C(C)(C)C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4187611844,355.4474,C16H18FNO3S2,3-({[2-(methanesulfinylmethyl)phenyl]amino}methyl)-4-methylbenzene-1-sulfonyl fluoride,CC=1C=CC(=CC1CNC=2C=CC=CC2CS(C)=O)S(=O)(=O)F,SuFEx
Z4607528911,367.3522,C15H14FN3O5S,5-[6-(cyclopropylmethoxy)pyridine-3-amido]pyridin-3-yl sulfurofluoridate,O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C=2C=CC(=NC2)OCC3CC3,FS
Z4608617636,356.3693,C15H17FN2O5S,"3-[(1-carbamoyl-1,2-dimethylpropyl)carbamoyl]-5-ethynylphenyl sulfurofluoridate",C#CC=1C=C(C=C(C1)C(=O)NC(C)(C(N)=O)C(C)C)OS(=O)(=O)F,FS
Z4607528841,397.3533,C16H13F2N3O5S,5-[1-(2-fluorophenyl)-5-oxopyrrolidine-3-amido]pyridin-3-yl sulfurofluoridate,O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C2CC(=O)N(C2)C3=CC=CC=C3F,FS
Z4262278984,342.3427,C14H15FN2O5S,"4-[2-(3,5-dimethyl-1,2-oxazol-4-yl)propanamido]phenyl sulfurofluoridate",CC1=NOC(C)=C1C(C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z7722885509,317.7669,C12H13ClFN3O2S,"4-{4H,5H,6H,7H-pyrazolo[1,5-a]pyrazin-3-yl}benzene-1-sulfonyl fluoride hydrochloride",O=S(=O)(F)C=1C=CC(=CC1)C=2C=NN3CCNCC23,SuFEx
Z3488641697,343.4169,C15H22FN3O3S,6-[(2S)-2-methyl-4-(oxan-4-yl)piperazin-1-yl]pyridine-3-sulfonyl fluoride,C[C@H]1CN(CCN1C=2C=CC(=CN2)S(=O)(=O)F)C3CCOCC3,SuFEx
Z7786458176,389.8759,C15H21ClFN5O2S,"4-(4-{[(1-methylpiperidin-4-yl)amino]methyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride hydrochloride",CN1CCC(CC1)NCC2=CN(N=N2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4262337606,344.3188,C12H13FN4O5S,"4-[2-(3,4-dimethyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)acetamido]phenyl sulfurofluoridate",CC1=NN(CC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)C(=O)N1C,FS
Z7771564921,364.8234,C13H18ClFN4O3S,"3-(4-{2-[(2-methoxyethyl)amino]ethyl}-1H-1,2,3-triazol-1-yl)benzene-1-sulfonyl fluoride hydrochloride",COCCNCCC1=CN(N=N1)C=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4262325314,347.7498,C12H11ClFN3O4S,4-[2-(4-chloro-1-methyl-1H-pyrazol-5-yl)acetamido]phenyl sulfurofluoridate,CN1N=CC(Cl)=C1CC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z7776670360,437.3595,C17H23Cl2FN4O2S,"4-[1-(2-{8-azabicyclo[3.2.1]octan-3-yl}ethyl)-1H-1,2,3-triazol-4-yl]benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)C2=CN(CCC3CC4CCC(C3)N4)N=N2,SuFEx
Z3488543101,351.2735,C13H9F4NO4S,3-[5-methyl-2-(trifluoromethyl)furan-3-amido]benzene-1-sulfonyl fluoride,CC1=CC(C(=O)NC=2C=CC=C(C2)S(=O)(=O)F)=C(O1)C(F)(F)F,SuFEx
Z4607533192,339.3818,C16H18FNO4S,4-({[1-(3-hydroxyphenyl)ethyl](methyl)amino}methyl)phenyl sulfurofluoridate,CC(C=1C=CC=C(O)C1)N(C)CC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4262273067,332.3479,C13H17FN2O5S,4-[2-(morpholin-4-yl)propanamido]phenyl sulfurofluoridate,CC(C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCOCC2,FS
Z2768283187,419.4929,C19H18FN3O3S2,"4-({4-[4-(pyridin-3-yl)-1,3-thiazol-2-yl]butyl}carbamoyl)benzene-1-sulfonyl fluoride",O=C(NCCCCC1=NC(=CS1)C=2C=CC=NC2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4332074558,340.3268,C14H13FN2O5S,4-{[(4-methoxyphenyl)carbamoyl]amino}phenyl sulfurofluoridate,COC=1C=CC(=CC1)NC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z2768268901,391.3736,C17H14FN3O5S,"3-({3-[(2,5-dioxoimidazolidin-1-yl)methyl]phenyl}carbamoyl)benzene-1-sulfonyl fluoride",O=C(NC=1C=CC=C(C1)CN2C(=O)CNC2=O)C=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z2156374967,359.3748,C17H14FN3O3S,3-[2-(1-phenyl-1H-pyrazol-3-yl)acetamido]benzene-1-sulfonyl fluoride,O=C(CC=1C=CN(N1)C=2C=CC=CC2)NC=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z3489903945,324.3026,C14H10F2N2O3S,"3-(5-fluoro-1-methyl-1H-1,3-benzodiazol-2-yl)phenyl sulfurofluoridate",CN1C(=NC=2C=C(F)C=CC21)C=3C=CC=C(C3)OS(=O)(=O)F,FS
Z4607560644,421.4857,C20H24FN3O4S,4-({[(1-benzylpyrrolidin-3-yl)methyl](methyl)carbamoyl}amino)phenyl sulfurofluoridate,CN(CC1CCN(CC=2C=CC=CC2)C1)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4262324415,338.2861,C14H8F2N2O4S,4-(4-cyano-2-fluorobenzamido)phenyl sulfurofluoridate,N#CC=1C=CC(C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F)=C(F)C1,FS
Z4344084855,311.3205,C12H16F3NO3S,"2-[(3,3-difluorocyclobutyl)[(4-methylfuran-2-yl)methyl]amino]ethane-1-sulfonyl fluoride",CC1=COC(=C1)CN(CCS(=O)(=O)F)C2CC(F)(F)C2,SuFEx
Z4607533164,396.4083,C18H18F2N2O4S,4-({[1-(2-fluorophenyl)-2-oxopyrrolidin-3-yl](methyl)amino}methyl)phenyl sulfurofluoridate,CN(CC=1C=CC(=CC1)OS(=O)(=O)F)C2CCN(C2=O)C3=CC=CC=C3F,FS
Z4262531338,332.3479,C13H17FN2O5S,"5-{[(5,5-dimethyloxolan-2-yl)methyl]carbamoyl}pyridin-3-yl sulfurofluoridate",CC1(C)CCC(CNC(=O)C2=CN=CC(=C2)OS(=O)(=O)F)O1,FS
Z2737057890,315.3405,C12H10FNO4S2,4-(phenylsulfamoyl)benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=CC2,SuFEx
Z2737372035,333.3591,C11H12FN3O4S2,2-[methyl(1-methyl-1H-pyrazol-4-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CN(C=1C=NN(C)C1)S(=O)(=O)C=2C=CC=CC2S(=O)(=O)F,SuFEx
Z2156381372,397.4212,C17H20FN3O5S,"3-(2-{6-methyl-2,4-dioxo-1,3-diazaspiro[4.5]decan-3-yl}acetamido)benzene-1-sulfonyl fluoride",CC1CCCCC21NC(=O)N(CC(=O)NC=3C=CC=C(C3)S(=O)(=O)F)C2=O,SuFEx
Z1672273226,319.3325,C10H10FN3O4S2,4-[(1-methyl-1H-pyrazol-3-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CN1C=CC(=N1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z1713569051,354.3286,C15H12F2N2O4S,3-(3-acetamido-4-fluorobenzamido)benzene-1-sulfonyl fluoride,CC(=O)NC=1C=C(C=CC1F)C(=O)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z3071639985,332.3479,C13H17FN2O5S,3-{1-[4-(fluorosulfonyl)-1H-pyrrole-2-carbonyl]piperidin-3-yl}propanoic acid,O=C(O)CCC1CCCN(C1)C(=O)C2=CC(=CN2)S(=O)(=O)F,SuFEx
Z3488542613,335.3501,C16H14FNO4S,"3-[2-(1,3-dihydro-2-benzofuran-5-yl)acetamido]benzene-1-sulfonyl fluoride",O=C(CC=1C=CC=2COCC2C1)NC=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z2768307129,373.3221,C16H11F4NO3S,"3-[4-(trifluoromethyl)-2,3-dihydro-1H-indole-1-carbonyl]benzene-1-sulfonyl fluoride",O=C(C=1C=CC=C(C1)S(=O)(=O)F)N2CCC=3C(=CC=CC32)C(F)(F)F,SuFEx
Z2759872396,351.3958,C16H18FN3O3S,3-[2-(1-methyl-1H-pyrazol-5-yl)piperidine-1-carbonyl]benzene-1-sulfonyl fluoride,CN1N=CC=C1C2CCCCN2C(=O)C=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z4344242332,326.3897,C14H19FN4O2S,"2-{benzyl[(2-ethyl-2H-1,2,3-triazol-4-yl)methyl]amino}ethane-1-sulfonyl fluoride",CCN1N=CC(CN(CCS(=O)(=O)F)CC=2C=CC=CC2)=N1,SuFEx
Z3295384783,346.3545,C12H11FN2O5S2,4-[(5-methoxypyridin-3-yl)sulfamoyl]benzene-1-sulfonyl fluoride,COC=1C=NC=C(C1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z1764386025,347.3857,C12H14FN3O4S2,3-{[1-(propan-2-yl)-1H-pyrazol-4-yl]sulfamoyl}benzene-1-sulfonyl fluoride,CC(C)N1C=C(C=N1)NS(=O)(=O)C=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4262518901,327.2883,C12H10FN3O5S,5-[(2-hydroxy-6-methylpyridin-3-yl)carbamoyl]pyridin-3-yl sulfurofluoridate,CC=1C=CC(NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F)=C(O)N1,FS
Z4607528783,407.416,C18H18FN3O5S,5-[3-(piperidine-1-carbonyl)benzamido]pyridin-3-yl sulfurofluoridate,O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C=2C=CC=C(C2)C(=O)N3CCCCC3,FS
Z4607560597,409.475,C19H24FN3O4S,4-{[({4-[(dimethylamino)methyl]phenyl}methyl)(ethyl)carbamoyl]amino}phenyl sulfurofluoridate,CCN(CC=1C=CC(=CC1)CN(C)C)C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4246927640,339.3818,C16H18FNO4S,4-{[(2-propoxyphenyl)amino]methyl}phenyl sulfurofluoridate,CCCOC=1C=CC=CC1NCC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4262503314,338.3142,C13H11FN4O4S,"5-{5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-6-carbonyl}pyridin-3-yl sulfurofluoridate",O=C(C=1C=NC=C(C1)OS(=O)(=O)F)N2CCC=3N=CN=CC3C2,FS
Z2867515174,336.3829,C10H9FN2O4S3,"3-[(4-methyl-1,3-thiazol-2-yl)sulfamoyl]benzene-1-sulfonyl fluoride",CC1=CSC(=N1)NS(=O)(=O)C2=CC=CC(=C2)S(=O)(=O)F,SuFEx
Z4607531246,342.3858,C15H19FN2O4S,"4-({2-oxo-[1,3'-bipyrrolidin]-1'-yl}methyl)phenyl sulfurofluoridate",O=C1CCCN1C2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)C2,FS
Z4386044746,387.3056,C16H9F4NO4S,3-ethynyl-5-{[4-(trifluoromethyl)phenyl]carbamoyl}phenyl sulfurofluoridate,C#CC1=CC(=CC(=C1)OS(=O)(=O)F)C(=O)NC=2C=CC(=CC2)C(F)(F)F,FS
Z4607533172,355.3812,C16H18FNO5S,4-({[2-(4-hydroxyphenoxy)ethyl](methyl)amino}methyl)phenyl sulfurofluoridate,CN(CCOC=1C=CC(O)=CC1)CC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z5102009155,363.3635,C16H14FN3O4S,"3-[3-(dimethylcarbamoyl)imidazo[1,5-a]pyridin-1-yl]phenyl sulfurofluoridate",CN(C)C(=O)C1=NC(C=2C=CC=C(C2)OS(=O)(=O)F)=C3C=CC=CN13,FS
Z7740061587,385.285,C13H19Cl2FN4O2S,"4-{4-[(tert-butylamino)methyl]-1H-1,2,3-triazol-1-yl}benzene-1-sulfonyl fluoride dihydrochloride",CC(C)(C)NCC1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z55124567,378.441,C17H15FN2O3S2,"2-{[3-(4-methylphenyl)-4-oxo-3,4-dihydroquinazolin-2-yl]sulfanyl}ethane-1-sulfonyl fluoride",CC=1C=CC(=CC1)N2C(=O)C=3C=CC=CC3N=C2SCCS(=O)(=O)F,SuFEx
